Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
802279;197612398;195951982;-9230617;851187;22875985;26532667
802280;104811767;99151662;-9233369;860305;22899805;79952008
802281;-388055756;-380970222;-9233258;832785;22861303;24589064
802282;415240422;407956928;-9212151;876270;22908100;81570355
802283;-249842641;-249140531;-9254528;861102;22901401;23295287
802284;-94518882;-90934741;-9238118;840938;22880686;82511129
802285;346620983;338095313;-9231923;866380;22875293;22702574
802286;-444624068;-438578355;-9235136;853269;22863453;82749589
802287;254965000;252075289;-9230954;842052;22853913;22870139
802288;37706274;33107259;-9221696;857045;22886327;82210513
802289;-348669465;-341847833;-9224738;852556;22852253;23774156
802290;425634308;417702958;-9219336;852556;22865318;80968759
802291;-304082402;-302181448;-9222144;858124;22887398;25351564
802292;-26594990;-24121395;-9214762;854788;22879517;79038024
802293;303017416;294827310;-9222080;864896;22894284;27588390
802294;-449616610;-443034103;-9230570;859822;22897937;76455876
802295;305787976;301734502;-9256413;842807;22860684;30448499
802296;-30586816;-34060804;-9232102;872046;22873075;73317781
802297;-301110459;-294758169;-9226606;858299;22875763;33869350
802298;425298001;416913237;-9227835;859413;22880614;69684535
802299;-351213260;-348170837;-9246510;854924;22871965;37738402
802300;41663803;42980083;-9221917;856153;22867703;65608648
802301;251746278;244137173;-9248627;861789;22870481;41949824
802302;-443947771;-436963012;-9252556;846050;22867950;61263133
802303;348939251;343802769;-9220693;872866;22913233;46433002
802304;-98342638;-100607569;-9264273;844727;22891827;56689873
802305;-246506862;-240795810;-9233045;841361;22902528;51089348
802306;414379788;405734033;-9239560;825911;22888780;52002001
802307;-390080081;-386000934;-9229427;860770;22928166;55771481
802308;108664477;108753804;-9234252;835020;22867379;47299059
802309;194078331;187181149;-9236906;850837;22882521;60334058
802310;-427811989;-420651899;-9200170;883515;22915349;42798071
802311;383251750;377160465;-9236595;850214;22878071;64752989
802312;-164047556;-165087104;-9244177;862216;22877273;38514376
802313;-186217288;-181292714;-9203345;868241;22908932;68914939
802314;393125495;384389440;-9253230;827741;22864017;34567598
802315;-419739886;-414751970;-9225732;858171;22893538;72638621
802316;172705463;171555114;-9204795;874350;22908945;31043814
802317;131400055;125374562;-9237299;853960;22893188;75872900
802318;-401563609;-394397738;-9235724;841565;22875754;28106820
802319;408014476;401057830;-9213576;851170;22880456;78564817
802320;-226012347;-225803584;-9228450;864674;22887121;25740189
802321;-121649331;-117656324;-9209804;856699;22880277;80645358
802322;362018547;353381713;-9251515;850244;22868787;24023108
802323;-439529416;-433742365;-9235648;847232;22880896;82033463
802324;232266112;229904793;-9210350;866850;22884142;22987793
802325;65277593;60258944;-9231116;863684;22882474;82701568
802326;-365782122;-358814088;-9223978;854199;22874304;22709282
802327;422618082;414963097;-9221998;867481;22876211;82601830
802328;-282784904;-281341363;-9248307;828215;22862199;23135573
802329;-54428804;-51469977;-9188283;878468;22908206;81839586
802330;321808435;313478144;-9248238;836838;22883362;24270344
802331;-448864588;-442443187;-9219788;849122;22885725;80350054
802332;285916134;282364057;-9194632;882739;22924684;26118685
802333;-2715370;-6628889;-9239897;856396;22893610;78177600
802334;-321411592;-314822374;-9217092;855402;22893708;28597461
802335;426662293;418482944;-9212740;860667;22917533;75359453
802336;-332971076;-330350468;-9239193;842265;22885841;31684416
802337;13906385;15710182;-9190259;874355;22918677;72042009
802338;273507835;265660526;-9251264;844548;22899861;35258594
802339;-447533252;-440682811;-9221329;842453;22892612;68251707
802340;332343586;327651178;-9190446;881203;22901563;39238092
802341;-70901371;-73645768;-9246114;849186;22853222;64031270
802342;-269544034;-263536238;-9195456;878054;22891703;43576588
802343;420054058;411514137;-9238771;847048;22855057;59550408
802344;-375348782;-371648618;-9224827;855995;22890965;48153757
802345;81554572;82178359;-9192264;867319;22888366;54928140
802346;218251950;211067989;-9245299;845576;22880285;52810615
802347;-435649629;-428520332;-9223274;848989;22864384;50279287
802348;370417646;364699434;-9217267;857122;22873254;57464426
802349;-137604198;-139133286;-9240469;863368;22867421;45650039
802350;-211404706;-206140983;-9198805;879121;22876812;62023402
802351;402973196;394255825;-9229320;847833;22866282;41183278
802352;-408837465;-404187844;-9224025;858316;22875264;66340936
802353;147058350;146425058;-9210986;844356;22880622;36998677
802354;157463594;151084552;-9229533;868467;22895893;70345557
802355;-413413312;-406230843;-9214062;876535;22914841;33248925
802356;399176588;392553390;-9228475;852386;22905173;73904260
802357;-201251925;-201559671;-9242611;863688;22914329;29934502
802358;-148395131;-144010150;-9229627;847577;22897420;76952951
802359;375832076;367115886;-9242380;855577;22903552;27158894
802360;-432706129;-427244484;-9221683;870984;22928230;79435669
802361;208678976;206789546;-9205299;851161;22908497;25026316
802362;92569873;87094442;-9239261;853418;22898419;81247197
802363;-381421700;-374372714;-9213252;860531;22893294;23580748
802364;417970905;410577241;-9224494;860202;22915592;82346606
802365;-260301879;-259370969;-9248661;838472;22881664;22813154
802366;-82022152;-78627191;-9216529;851473;22868620;82740458
802367;339234730;330776806;-9240546;864729;22866359;22755046
802368;-446308283;-440113954;-9229346;859059;22869572;82411750
802369;264878899;261811916;-9200238;871351;22899345;23450978
802370;25093529;20729672;-9244782;843613;22879176;81368486
802371;-340431428;-333673164;-9226086;838259;22871406;24891400
802372;426306410;418311884;-9221410;873169;22882120;79599714
802373;-313396795;-311269299;-9243528;864311;22880597;26957154
802374;-13974873;-11690449;-9215786;888733;22892778;77204394
802375;294109081;286036552;-9237806;875076;22898636;29656503
802376;-449360256;-442641378;-9251165;853034;22881041;74220339
802377;314402990;310180868;-9247304;842581;22887185;32932096
802378;-43200866;-46442440;-9251374;867212;22893738;70688512
802379;-291518903;-285253303;-9231765;847449;22897612;36711842
802380;424093102;415635392;-9253350;825698;22863684;66722197
802381;-359064354;-355816311;-9239074;855278;22901124;40856435
802382;54223889;55303176;-9200482;877137;22903155;62423910
802383;241523895;234045384;-9257267;837171;22893730;45265207
802384;-441764693;-434724620;-9211063;874291;22920384;57900940
802385;355969689;350661602;-9229166;842496;22897809;49850009
802386;-110702434;-112745476;-9230109;861785;22900693;53212522
802387;-235732825;-230164471;-9237004;842329;22879718;54536123
802388;411239069;402554585;-9232089;856256;22882824;48543893
802389;-396282513;-392017962;-9224597;873160;22916177;59197806
802390;120784900;120646929;-9241753;847867;22867810;43958626
802391;182817416;176073668;-9234406;884693;22914598;63642624
802392;-423717939;-416538487;-9243046;861917;22890679;39609544
802393;388618760;382337736;-9233241;858948;22889335;67872951
802394;-175806464;-176619025;-9230574;861883;22901589;35604198
802395;-174522875;-169768921;-9217860;850734;22893640;71750165
802396;388113578;379371554;-9240883;848123;22877674;31969224
802397;-424167232;-419014404;-9237934;855368;22894877;75129762
802398;184130811;182759138;-9217728;868006;22878041;28844761
802399;119410500;113561723;-9243242;860676;22889851;77953331
802400;-395582438;-388446382;-9238630;852923;22865194;26312273
802401;411559078;404425233;-9238126;840601;22853030;80143069
802402;-236883229;-236469755;-9221422;882747;22909000;24401518
802403;-109376243;-105584430;-9240669;830540;22853004;81716616
802404;355253320;346633083;-9248772;851187;22865267;23173329
802405;-442035669;-436152699;-9241258;849565;22865203;82569297
802406;242734434;240101721;-9216349;854673;22864217;22670451
802407;52836130;47971814;-9246630;860872;22889757;82692561
802408;-358144371;-351272294;-9233041;848362;22887918;22931498
802409;424224469;416430694;-9211771;856443;22889066;82073676
802410;-292547686;-290909636;-9246003;852083;22870003;23900983
802411;-41791394;-39050961;-9219554;861969;22886715;80771212
802412;313466636;305181444;-9258291;835025;22877640;25560345
802413;-449382519;-442902638;-9224904;840136;22880068;78822131
802414;295108279;291325175;-9234385;830647;22867741;27893290
802415;-15330722;-19067456;-9221614;851268;22864332;76179724
802416;-312338077;-305875946;-9237529;834641;22872904;30832281
802417;426268650;417970291;-9250756;844633;22851852;72947136
802418;-341390792;-338607982;-9244014;837858;22854050;34278924
802419;26495116;28101862;-9210816;865685;22866282;69266316
802420;263773785;256016221;-9264149;820778;22850560;38196245
802421;-446152554;-439239377;-9241975;835904;22834107;65182638
802422;340050414;335159210;-9238472;854173;22856059;42448401
802423;-83371520;-85909747;-9261218;837307;22829742;60788155
802424;-259181175;-253310451;-9212096;851575;22854195;46974259
802425;417715140;409093606;-9231577;856123;22839219;56179114
802426;-382186850;-378338414;-9249971;827089;22823291;51616840
802427;93951253;94312349;-9219635;862246;22849143;51494822
802428;207421939;200351368;-9234077;853627;22864844;56290022
802429;-432272379;-425131716;-9222899;851656;22850837;46840477
802430;376454545;370567978;-9253235;830293;22850594;60864708
802431;-149704712;-151009915;-9235046;854583;22866636;42343654
802432;-200078024;-194956352;-9218090;848388;22869149;65266466
802433;398711624;389982621;-9217489;858222;22889352;38071748
802434;-414014570;-409193079;-9235865;851814;22871470;69353083
802435;158754291;157895010;-9223607;852330;22859409;34184064
802436;145701764;139474184;-9272217;835784;22861798;73046660
802437;-408221614;-401033527;-9215005;871846;22897548;30758788
802438;403447253;396648989;-9234717;852394;22875592;76206139
802439;-212595656;-212664465;-9264793;834483;22868040;27820108
802440;-136328294;-132137006;-9213051;842201;22880947;78806105
802441;369732411;361053252;-9229516;838404;22876232;25488823
802442;-436032947;-430413120;-9215449;854434;22898470;80824819
802443;219459144;217371682;-9218931;842393;22864622;23840644
802444;80218491;74953220;-9260526;827123;22863893;82115417
802445;-374507046;-367512938;-9236343;840742;22873305;22903488
802446;420321634;412789742;-9241723;836305;22879940;82686929
802447;-270620347;-269471803;-9274018;816712;22859746;22686826
802448;-69501482;-66323289;-9199795;863594;22896593;82544221
802449;331515067;323084654;-9261794;817147;22855291;23194675
802450;-447701115;-441416324;-9228202;869239;22884002;81690905
802451;274575189;271284582;-9245798;832499;22850069;24410013
802452;12516347;8332441;-9245299;859029;22859874;80128051
802453;-331968721;-325286937;-9233203;844300;22844168;26346013
802454;426721659;418627200;-9207944;872294;22887671;77863296
802455;-322397085;-320051665;-9259396;836825;22824123;28911377
802456;-1278784;782532;-9206276;856661;22846199;75019234
802457;284912772;276948748;-9221260;856648;22864426;32015197
802458;-448749841;-441967581;-9218551;850321;22886412;71644659
802459;322687803;318244945;-9221717;831244;22848738;35643797
802460;-55761373;-58788100;-9219242;864665;22884667;67809843
802461;-281671799;-275513186;-9213815;857796;22887330;39738888
802462;422458594;413967799;-9220898;848810;22874969;63554956
802463;-366621644;-363169497;-9240853;852599;22881638;44095944
802464;66696000;67574344;-9225962;828825;22842018;59076236
802465;231121216;223745147;-9225962;851515;22880465;48658739
802466;-439187212;-432109760;-9203229;855338;22885060;54466717
802467;362754705;357238549;-9202935;838775;22868569;53334421
802468;-122930402;-124774609;-9224413;853994;22869589;49789721
802469;-224761425;-219348121;-9208776;853077;22874624;58005900
802470;407733239;399010124;-9229265;847522;22858517;45165819
802471;-402159829;-397732718;-9245802;838626;22840661;62560806
802472;132733371;132383086;-9191035;860334;22852868;40739037
802473;171379686;164799261;-9251310;827310;22821849;66816315
802474;-419262225;-412072896;-9210325;841156;22834568;36629060
802475;393597482;387166242;-9212356;863722;22853764;70775577
802476;-187443942;-188001203;-9249715;846318;22832204;32892915
802477;-162783539;-158161237;-9211579;871611;22860919;74297006
802478;382698065;373983086;-9240017;848763;22834679;29617992
802479;-428259848;-422931315;-9223833;851404;22847402;77295654
802480;195321638;193730440;-9229337;847522;22841429;26917691
802481;107261034;101594363;-9233450;865651;22857792;79673113
802482;-389358988;-382262728;-9209856;850577;22840960;24842427
802483;414663091;407406745;-9200298;852155;22852245;81389034
802484;-247638971;-246972181;-9247133;843921;22827443;23475985
802485;-97010056;-93393267;-9240610;842777;22816750;82459985
802486;348151991;339599901;-9208098;866013;22843106;22798941
802487;-444186483;-438148219;-9208644;880742;22865646;82790809
802488;252877149;250052718;-9227566;845836;22838382;22819566
802489;40239650;35606557;-9222340;876842;22871236;82373337
802490;-350336072;-343493060;-9198707;866914;22870182;23606771
802491;425361420;417508868;-9224119;839556;22855001;81221137
802492;-302190088;-300282167;-9192934;867549;22882154;25108910
802493;-29219182;-26648042;-9170163;876590;22871505;79391573
802494;304844177;296666670;-9219097;846306;22858555;27234649
802495;-449644497;-443016046;-9202828;850909;22867754;76928081
802496;304015530;300044654;-9209109;824550;22847385;30017092
802497;-28030348;-31483946;-9214562;860394;22856213;73869017
802498;-303071325;-296655150;-9201297;853094;22869222;33333943
802499;425433369;417109354;-9231116;840657;22844019;70275656
802500;-349624234;-346581363;-9212932;872085;22887910;37144354
802501;39047005;40454186;-9205107;839381;22847069;66268505
802502;253823816;246221619;-9212471;849420;22878045;41321280
802503;-444387848;-437375705;-9184209;878826;22875968;61963438
802504;347419200;342370700;-9214754;851703;22849190;45770547
802505;-95886890;-98152618;-9226820;852420;22858897;57408460
802506;-248706606;-242921361;-9231560;850129;22872814;50389922
802507;414953045;406353523;-9242176;848977;22852791;52720550
802508;-388841412;-384778449;-9230216;843481;22869004;55092966
802509;106112277;106268680;-9207876;869734;22878715;48046237
802510;196318941;189397866;-9232341;865476;22891046;59691383
